2229		0	1
391		0	2
886		0	0
36		0	2
939		0	0
1608		0	0
546		0	2
757		0	2
2998		0	2
776		0	2
113		0	2
882		0	0
2149		0	1
1363		0	1
1044		0	0
2815		0	2
1325		0	1
836		0	0
1804		0	0
1110		0	0
1329		0	1
2654		0	2
2839		0	2
2531		0	2
2043		0	1
206		0	2
823		0	0
2515		0	2
481		0	1
73		0	2
2777		0	1
1749		0	0
1640		0	0
200		0	2
1946		0	1
1576		0	0
1659		0	0
2156		0	1
1050		0	0
1616		0	0
1462		0	0
209		0	2
2844		0	2
1611		0	0
541		0	2
75		0	2
284		0	2
2824		0	2
835		0	0
2483		0	2
2168		0	1
1367		0	0
1636		0	0
2689		0	2
2987		0	2
2505		0	2
2977		0	2
810		0	0
1394		0	0
1484		0	0
870		0	0
1336		0	1
1880		0	0
909		0	0
1572		0	0
1466		0	0
1435		0	1
1279		0	1
2975		0	2
588		0	2
701		0	2
2692		0	2
2950		0	2
1974		0	1
2213		0	1
2878		0	1
2535		0	2
796		0	2
61		0	2
2909		0	1
865		0	0
2616		0	2
2733		0	2
1349		0	1
1753		0	0
1316		0	1
562		0	2
1253		0	0
226		0	2
804		0	0
1255		0	0
1924		0	0
1424		0	1
1720		0	0
2084		0	1
80		0	2
1699		0	0
2205		0	1
614		0	2
1240		0	1
768		0	2
1415		0	1
471		0	1
355		0	2
317		0	1
1483		0	0
652		0	1
228		0	2
2544		0	2
965		0	0
174		0	1
2903		0	1
2679		0	1
473		0	1
1762		0	0
191		0	2
1217		0	1
254		0	2
246		0	2
1838		0	0
1593		0	0
2992		0	2
1478		0	0
725		0	2
2470		0	2
2080		0	1
181		0	2
626		0	2
2183		0	1
485		0	1
754		0	2
1331		0	1
2782		0	1
2243		0	1
2928		0	2
653		0	1
920		0	0
169		0	1
2469		0	2
2464		0	2
1951		0	1
1913		0	0
1281		0	1
2963		0	2
973		0	0
308		0	1
321		0	1
2150		0	1
712		0	2
1917		0	0
270		0	2
2204		0	1
1701		0	0
2007		0	1
954		0	0
971		0	0
2489		0	2
2566		0	1
1505		0	1
189		0	2
2086		0	1
618		0	2
2259		0	1
195		0	2
1706		0	0
1448		0	0
221		0	2
2746		0	2
1161		0	0
45		0	2
1427		0	1
446		0	1
1672		0	0
783		0	2
2667		0	2
131		0	1
743		0	2
598		0	2
2361		0	0
477		0	1
646		0	2
2498		0	2
1902		0	0
441		0	1
1479		0	0
2589		0	2
1899		0	0
2040		0	1
1216		0	1
1311		0	1
1512		0	1
1912		0	0
1935		0	0
64		0	2
1632		0	0
1461		0	0
534		0	2
554		0	2
2517		0	2
1387		0	0
2138		0	1
705		0	2
210		0	2
2588		0	2
2677		0	1
2193		0	1
2009		0	1
1552		0	0
447		0	1
2868		0	1
1221		0	1
1171		0	1
2054		0	1
2525		0	2
2320		0	1
820		0	0
275		0	2
229		0	2
979		0	0
786		0	2
2769		0	2
2809		0	2
1209		0	0
2680		0	1
1707		0	0
629		0	2
2668		0	2
1128		0	0
211		0	2
913		0	0
27		0	2
2967		0	2
683		0	2
2245		0	1
560		0	2
2883		0	1
2118		0	1
795		0	2
2198		0	1
1114		0	0
2349		0	0
1779		0	0
2443		0	1
2473		0	2
759		0	2
2371		0	0
1815		0	0
1780		0	0
2687		0	2
2742		0	2
2055		0	1
1056		0	0
903		0	0
165		0	1
2635		0	2
2533		0	2
1631		0	0
2830		0	2
1787		0	0
1894		0	0
797		0	2
777		0	2
613		0	2
871		0	0
1854		0	0
1949		0	1
499		0	1
2900		0	1
1431		0	1
837		0	0
2862		0	1
59		0	2
2560		0	1
717		0	2
396		0	2
1809		0	0
2397		0	0
566		0	2
1649		0	0
2568		0	1
1702		0	0
1243		0	0
2241		0	1
1226		0	1
1330		0	1
1234		0	1
1133		0	0
781		0	2
1676		0	0
1993		0	1
1166		0	0
2789		0	2
1490		0	0
1201		0	0
178		0	2
2461		0	1
1688		0	0
2184		0	1
2994		0	2
2475		0	2
1746		0	0
519		0	2
2557		0	1
651		0	1
462		0	1
139		0	1
2151		0	1
2038		0	1
344		0	2
2612		0	2
2472		0	2
1791		0	0
2035		0	1
2179		0	1
1369		0	0
2599		0	2
2565		0	1
2240		0	1
1402		0	0
2180		0	1
1789		0	0
949		0	0
281		0	2
278		0	2
2659		0	2
851		0	0
1844		0	0
3015		0	2
333		0	2
2800		0	2
366		0	2
156		0	1
126		0	2
173		0	1
608		0	2
813		0	0
2670		0	2
1323		0	1
353		0	2
1382		0	0
1930		0	0
2451		0	1
2866		0	1
3001		0	2
1557		0	0
2079		0	1
988		0	0
14		0	2
2540		0	2
1766		0	0
2122		0	1
1228		0	1
1769		0	0
696		0	2
2532		0	2
2287		0	1
1103		0	0
943		0	0
2153		0	1
627		0	2
214		0	2
1896		0	0
1006		0	0
2999		0	2
1124		0	0
764		0	2
1305		0	1
1414		0	1
1535		0	0
41		0	2
693		0	2
832		0	0
1192		0	0
2333		0	1
144		0	1
718		0	2
680		0	2
1903		0	0
2732		0	2
455		0	1
2286		0	1
706		0	2
942		0	0
1407		0	1
2794		0	2
732		0	2
1517		0	1
1388		0	0
1282		0	1
1770		0	0
2664		0	2
1665		0	0
2263		0	1
2754		0	2
2466		0	2
2661		0	2
1711		0	0
259		0	2
2871		0	1
766		0	2
114		0	2
854		0	0
417		0	2
2383		0	0
862		0	0
880		0	0
1502		0	1
1059		0	0
1231		0	1
2578		0	2
1304		0	1
1321		0	1
1573		0	0
1096		0	0
420		0	2
2966		0	2
2598		0	2
295		0	1
2124		0	1
93		0	2
1919		0	0
1393		0	0
10		0	2
241		0	2
2326		0	1
1251		0	0
1727		0	0
2496		0	2
1984		0	1
314		0	1
1041		0	0
938		0	0
2064		0	1
1397		0	0
137		0	1
152		0	1
2415		0	1
1500		0	1
2653		0	2
1915		0	0
947		0	0
7		0	2
538		0	2
2485		0	2
26		0	2
798		0	2
2441		0	1
2920		0	2
670		0	1
2569		0	1
109		0	2
658		0	1
100		0	2
910		0	0
2710		0	2
2896		0	1
2541		0	2
841		0	0
272		0	2
1958		0	1
2016		0	1
2494		0	2
296		0	1
824		0	0
1775		0	0
1225		0	1
755		0	2
78		0	2
1		0	2
1938		0	0
787		0	2
2731		0	2
1730		0	0
1784		0	0
833		0	0
77		0	2
673		0	1
1203		0	0
2376		0	0
467		0	1
2173		0	1
968		0	0
923		0	0
518		0	2
1485		0	0
2211		0	1
1591		0	0
168		0	1
47		0	2
1219		0	1
43		0	2
469		0	1
1960		0	1
1433		0	1
2365		0	0
1395		0	0
2175		0	1
2962		0	2
952		0	0
311		0	1
87		0	2
3000		0	2
543		0	2
544		0	2
122		0	2
2137		0	1
39		0	2
2996		0	2
2234		0	1
789		0	2
2791		0	2
891		0	0
1697		0	0
1493		0	0
577		0	2
1887		0	0
2394		0	0
2117		0	1
309		0	1
1465		0	0
2840		0	2
2119		0	1
682		0	2
1372		0	0
1173		0	1
684		0	2
1767		0	0
1294		0	1
16		0	2
2210		0	1
1273		0	1
1189		0	1
1150		0	0
341		0	2
731		0	2
689		0	2
1029		0	0
2901		0	1
1691		0	0
966		0	0
356		0	2
2715		0	2
2873		0	1
116		0	2
103		0	2
2858		0	1
2556		0	1
2058		0	1
2256		0	1
2422		0	1
2610		0	2
196		0	2
579		0	2
1991		0	1
3003		0	2
216		0	2
2487		0	2
1034		0	0
1111		0	0
2177		0	1
1066		0	0
2825		0	2
163		0	1
980		0	0
753		0	2
286		0	2
1627		0	0
2025		0	1
1078		0	0
1871		0	0
2891		0	1
548		0	2
1684		0	0
346		0	2
369		0	2
1170		0	1
1866		0	0
1085		0	0
1076		0	0
1352		0	1
2297		0	1
1186		0	1
2334		0	1
1710		0	0
2864		0	1
79		0	2
161		0	1
1630		0	0
90		0	2
1381		0	0
1280		0	1
2039		0	1
1983		0	1
704		0	2
2894		0	1
559		0	2
2216		0	1
941		0	0
2474		0	2
53		0	2
2230		0	1
1857		0	0
1719		0	0
811		0	0
736		0	2
410		0	2
2027		0	1
782		0	2
1832		0	0
1195		0	0
1035		0	0
580		0	2
1338		0	0
119		0	2
1774		0	0
2645		0	2
1269		0	0
1520		0	1
28		0	2
2142		0	1
2850		0	1
1417		0	1
1648		0	0
2503		0	2
1661		0	0
102		0	2
428		0	2
2067		0	1
674		0	1
494		0	1
1385		0	0
892		0	0
283		0	2
1981		0	1
506		0	1
522		0	2
842		0	0
2217		0	1
872		0	0
2345		0	0
2738		0	2
582		0	2
1741		0	0
258		0	2
2196		0	1
2100		0	1
698		0	2
2523		0	2
1556		0	0
313		0	1
135		0	1
51		0	2
1080		0	0
2874		0	1
2922		0	2
785		0	2
2478		0	2
1144		0	0
603		0	2
65		0	2
2603		0	2
2619		0	2
1107		0	0
2154		0	1
3024		0	2
722		0	2
2453		0	1
631		0	2
372		0	2
1371		0	0
771		0	2
873		0	0
357		0	2
2212		0	1
304		0	1
1344		0	1
2303		0	1
82		0	2
1869		0	0
2112		0	1
542		0	2
1301		0	1
746		0	2
2337		0	1
860		0	0
2228		0	1
2350		0	0
1439		0	1
1586		0	0
1125		0	0
62		0	2
2849		0	1
172		0	1
360		0	2
516		0	2
1756		0	0
1973		0	1
2756		0	2
763		0	2
630		0	2
901		0	0
1246		0	0
1265		0	0
3016		0	2
2323		0	1
2018		0	1
2370		0	0
2218		0	1
155		0	1
597		0	2
681		0	2
1181		0	1
2571		0	2
1953		0	1
1933		0	0
2504		0	2
1792		0	0
160		0	1
1782		0	0
1562		0	0
386		0	2
2725		0	2
1202		0	0
2737		0	2
675		0	1
193		0	2
2712		0	2
433		0	2
1463		0	0
1477		0	0
487		0	1
1257		0	0
1373		0	0
2085		0	1
2796		0	2
1581		0	0
2631		0	2
654		0	1
496		0	1
1007		0	0
445		0	1
907		0	0
803		0	0
1449		0	0
58		0	2
1438		0	1
404		0	2
1982		0	1
1596		0	0
2060		0	1
461		0	1
1501		0	1
1595		0	0
